80000	2.036981132075472	1.0617283950617291
80000	2.1766037735849055	1.083170890188435
80000	2.4679245283018867	1.1410006497725802
80000	2.8233962264150945	1.2300194931773882
80000	3.115471698113208	1.3398310591293052
80000	3.2890566037735853	1.4256010396361276
80000	3.4188679245283016	1.5737491877842757
80000	3.4309433962264158	1.6569200779727098
100000	2.1547169811320757	1.0415854450942177
100000	2.1871698113207545	1.0480831708901892
100000	2.262641509433962	1.0610786224821318
100000	2.370566037735849	1.0825211176088372
100000	2.4792452830188676	1.1195581546458744
100000	2.726792452830189	1.1988304093567257
100000	2.9856603773584895	1.302794022092268
100000	3.203018867924528	1.4093567251461994
100000	3.278490566037735	1.5165692007797276
100000	3.3562264150943406	1.6549707602339183
100000	3.368301886792452	1.7998700454840808
120000	2.4445283018867925	1.0662768031189085
120000	2.5426415094339623	1.0903183885640022
120000	2.607547169811321	1.1013645224171547
120000	2.66188679245283	1.1202079272254715
120000	2.8128301886792446	1.1793372319688118
120000	3.0083018867924527	1.2904483430799218
120000	3.170566037735848	1.3833658219623137
120000	3.322264150943397	1.542560103963613
120000	3.347169811320755	1.9408706952566603
